issuer_name,filing_date,filing_year,filing_quarter,filing_month,fund_type,asset_class_group,federal_exemption,state_of_incorporation,total_offering_amount,amount_sold,pct_capital_raised,num_investors,investor_bucket,fund_size_bucket,quality_tier,is_duplicate,is_outlier_offering
"SG Vector Investment, LLC",2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,39734501.99,30761484.49,0.7742,110,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
"REVNA BIOSCIENCES, INC.",2024-12-31,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,506(b),DE,2427508.0,2331702.65,0.9605,6,Small (1-10),Small ($1M-$10M),Clean,0,0
Dawson Logistics Assets LLC,2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,23415951.27,18055217.02,0.7711,29,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"SIP Warwick Partners I AI - R&M, L.P.",2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,1804819.92,1672947.85,0.9269,59,Large (51-200),Small ($1M-$10M),Clean,0,0
"Auron Therapeutics, Inc.",2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,46879480.13,24887301.97,0.5309,21,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
JETSON SUPPLY CHAIN TECHNOLOGIES INC.,2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,14534334.26,12220842.57,0.8408,6,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
EquityZen Growth Technology Fund LLC - Series 2017,2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,24174010.41,13296399.72,0.55,72,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
"H1 Insights, Inc.",2024-12-31,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,3475982.04,662790.41,0.1907,8,Small (1-10),Small ($1M-$10M),Clean,0,0
Stonepeak Core Fund - N (Side Car) LP,2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,97367002.32,33865345.44,0.3478,4,Small (1-10),Mid ($50M-$250M),Clean,0,0
"AU-1105 Fund I, a series of Paperjet Ventures, LP",2024-12-31,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,4284556.85,403132.37,0.0941,17,Mid (11-50),Small ($1M-$10M),Clean,0,0
FABTEK INVESTMENTS LLC,2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),TN,12791250.99,12066932.05,0.9434,6,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Tacora Capital II, LP",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,14001851.23,9587077.56,0.6847,4,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"SmartKem, Inc.  (SMTK)",2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,1409507.9,859286.4,0.6096,3,Small (1-10),Small ($1M-$10M),Clean,0,0
Stonepeak Core Fund (B) LP,2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,1439771.05,507577.03,0.3525,111,Large (51-200),Small ($1M-$10M),Clean,0,0
"Forever 8 Fund, LLC",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,79272771.01,71940061.69,0.9075,55,Large (51-200),Mid ($50M-$250M),Minor Issues,1,0
"Fund LV, a series of SCVC Advisors, LP",2024-12-31,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,1964691.92,1187604.63,0.6045,17,Mid (11-50),Small ($1M-$10M),Clean,0,0
STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),IL,126232230.65,70672348.99,0.5599,46,Mid (11-50),Mid ($50M-$250M),Clean,0,0
Mindscale AI Inc.,2024-12-31,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,3075670.0,2008435.93,0.653,103,Large (51-200),Small ($1M-$10M),Minor Issues,1,0
Hudson Bay Real Estate Opportunities Fund LP,2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,5907358.94,2260135.03,0.3826,18,Mid (11-50),Small ($1M-$10M),Clean,0,0
Archive Resale Inc Nov 2024 a Series of CGF2021 LLC,2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,86166281.82,63211183.55,0.7336,21,Mid (11-50),Mid ($50M-$250M),Clean,0,0
"Pinnacle Trilogy BTR OZ Fund II, LP",2024-12-31,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(c),DE,23552401.27,4324353.44,0.1836,56,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
"BARRYS PEP CO-INVEST, LP",2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,2079629.24,268219.36,0.129,8,Small (1-10),Small ($1M-$10M),Clean,0,0
"WO-1029 Fund III, a series of Nelstone Ventures, LP",2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,30195384.85,24264627.4,0.8036,60,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
Complus Asia Macro US Feeder Fund Ltd,2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),E9,1842262.45,1152221.9,0.6254,21,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Nomadik Delta, LLC",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,4115859.54,1190569.12,0.2893,36,Mid (11-50),Small ($1M-$10M),Clean,0,0
BL Qnovia B Holdings LLC,2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,906890.94,791380.82,0.8726,13,Mid (11-50),Micro (<$1M),Clean,0,0
Winvest Group Ltd  (WNLV),2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),NV,15355498.91,1996660.51,0.13,15,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"ExSight Fund IV, LLC",2024-12-31,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),DE,4372117.36,1950833.84,0.4462,83,Large (51-200),Small ($1M-$10M),Clean,0,0
"Belle Isle Craft Spirits, Inc.",2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),VA,12243006.61,9747345.85,0.7962,35,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
Jubilee Logistics (Sunbelt 3) Assets LLC,2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,1553729.45,1290356.32,0.8305,57,Large (51-200),Small ($1M-$10M),Clean,0,0
SSD SPV I LLC - TAA SUNRAY SPV 2024,2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,26430948.55,16561572.45,0.6266,4,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
ONCAP V LP,2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),A6,10760923.15,7325218.36,0.6807,8,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"KA-1118 Fund III, a series of Empath Ventures, LP",2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,375476264.4,210192236.66,0.5598,1,Small (1-10),Large ($250M-$1B),Clean,0,0
Palmer Logistics (MIDWEST 2) Assets LLC,2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,290114078.69,136780987.68,0.4715,4,Small (1-10),Large ($250M-$1B),Clean,0,0
"Kamal Ravikant Capital, LP - E1",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),DE,1685483.89,635583.55,0.3771,50,Mid (11-50),Small ($1M-$10M),Clean,0,0
SPIDR INC.,2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),TN,42617834.03,35005281.07,0.8214,243,Institutional (201-500),Lower Mid ($10M-$50M),Clean,0,0
"OP Murphy Drive Investor, LLC",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,2482379.29,661944.51,0.2667,157,Large (51-200),Small ($1M-$10M),Clean,0,0
"Mendoza Ventures Growth Fund III, LP",2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),DE,24672824.81,10338290.35,0.419,86,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
"Main Street Solar Fund 2024 A, LLC",2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(c),DE,15777577.01,8205641.26,0.5201,19,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
Satori Neuro Co-Invest LP,2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,2928390.93,2043538.69,0.6978,3,Small (1-10),Small ($1M-$10M),Clean,0,0
"AB-0823 Fund I, a series of Middle Cove Funds, LP",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,2691815.25,1627583.68,0.6046,2,Small (1-10),Small ($1M-$10M),Clean,0,0
River Health Jul 2024 a Series of CGF2021 LLC,2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,567065.41,396692.06,0.6996,32,Mid (11-50),Micro (<$1M),Clean,0,0
"THOMA BRAVO EUROPE FUND, L.P.",2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),E9,364411.92,148949.29,0.4087,4,Small (1-10),Micro (<$1M),Clean,0,0
"AVSF - XEnergy 2024, LLC",2024-12-31,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,2239428.87,739549.15,0.3302,70,Large (51-200),Small ($1M-$10M),Clean,0,0
Palmer Logistics (MIDWEST 3) Assets LLC,2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,9115669.14,6565621.68,0.7203,12,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Satori Capital III, LP",2024-12-31,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,282734267.77,127259710.41,0.4501,58,Large (51-200),Large ($250M-$1B),Clean,0,0
"Neuberger Berman Insurance Fund IX Series Interests of the SALI Multi-Series Fund, L.P.",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,11293658.52,1057627.1,0.0936,13,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"BO-1028 Fund I, a series of Riverside Ventures, LP",2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,8540349.82,6350607.06,0.7436,73,Large (51-200),Small ($1M-$10M),Clean,0,0
"MDCP Co-Investors (Tango), L.P.",2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,485575.29,358749.3,0.7388,3,Small (1-10),Micro (<$1M),Clean,0,0
Guilford Capital Credit II U.S. LLC,2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,69146240.21,42748988.57,0.6182,36,Mid (11-50),Mid ($50M-$250M),Clean,0,0
S1Series Designated Activity Co,2024-12-31,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,506(b),L2,267058.64,87808.02,0.3288,47,Mid (11-50),Micro (<$1M),Clean,0,0
"JLAM REP REIT, LLC",2024-12-31,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),DE,2738643.33,606619.54,0.2215,24,Mid (11-50),Small ($1M-$10M),Clean,0,0
74 Burt St Investments LLC,2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),MA,25459725.15,7624099.72,0.2995,6,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
Copper Estates Fund LLC,2024-12-31,2024,2024Q4,2024-12,Private Debt,Private Debt,506(c),DE,5034423.02,3617033.51,0.7185,60,Large (51-200),Small ($1M-$10M),Clean,0,0
Long Angle Investments LLC - KKR-KPEC 2024 SPV,2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,3C Fund,DE,4536189.36,1992857.39,0.4393,5,Small (1-10),Small ($1M-$10M),Clean,0,0
"SIP Warwick Partners I QP - R&M, L.P.",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,2698416.42,784156.64,0.2906,7,Small (1-10),Small ($1M-$10M),Clean,0,0
"Washington Abstract, Inc.",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,142469477.61,65681952.92,0.461,2,Small (1-10),Mid ($50M-$250M),Clean,0,0
"BGA Horizon Fund, LLC - Stone Ridge Series",2024-12-31,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,37321941.06,26737977.11,0.7164,2,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
CG Partners Limited Partnership,2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),A6,686006622.69,353765946.91,0.5157,8,Small (1-10),Large ($250M-$1B),Clean,0,0
"AUA Private Equity Fund III, LP",2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,19506317.21,9335082.31,0.4786,16,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Cynosure Partners III Offshore, LP",2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,6448466.47,5936936.57,0.9207,18,Mid (11-50),Small ($1M-$10M),Clean,0,0
Effortless Trading Inc,2024-12-31,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,506(b),DE,6711074.19,3625601.81,0.5402,8,Small (1-10),Small ($1M-$10M),Clean,0,0
"KALA BIO, Inc.  (KALA)",2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,2435039.76,2135477.52,0.877,19,Mid (11-50),Small ($1M-$10M),Clean,0,0
"DE-1024 Fund I, a series of Umami Capital, LP",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,60904436.8,41693635.82,0.6846,6,Small (1-10),Mid ($50M-$250M),Clean,0,0
Starship I Nov 2024 a Series of CGF2021 LLC,2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,120934849.97,72565410.84,0.6,91,Large (51-200),Mid ($50M-$250M),Clean,0,0
Americas Gold & Silver Corp  (USAS),2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),Z4,16281001.77,7787106.64,0.4783,29,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Links Car Wash Opportunity Fund, LLC",2024-12-31,2024,2024Q4,2024-12,Private Debt,Private Debt,506(c),DE,2543468392.47,287549064.23,0.1131,120,Large (51-200),Mega (>$1B),Minor Issues,0,1
8os Inc.,2024-12-31,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,Reg A,DE,22406839.37,7820556.25,0.349,23,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Reelist, Inc.",2024-12-31,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,449981.31,58373.2,0.1297,67,Large (51-200),Micro (<$1M),Clean,0,0
"HA-1118 Fund IV, a series of Roll Up Vehicles, LP",2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,27209643.72,23430889.17,0.8611,56,Large (51-200),Lower Mid ($10M-$50M),Minor Issues,1,0
"ZICO Rising, Inc.",2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,3243232.81,911046.55,0.2809,155,Large (51-200),Small ($1M-$10M),Clean,0,0
Mana Ventures RE LLC,2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,3C Fund,DE,12550161.5,803103.98,0.064,59,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
"Francis Medical, Inc.",2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,210617.7,81585.46,0.3874,64,Large (51-200),Micro (<$1M),Clean,0,0
G DBricks 1 a Series of DB Master LLC,2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,329224.65,289090.47,0.8781,23,Mid (11-50),Micro (<$1M),Clean,0,0
Long Angle Investments LLC - LLCP 7 2024 SPV,2024-12-31,2024,2024Q4,2024-12,Infrastructure,Real Assets,3C Fund,OR,1167990.12,1033112.55,0.8845,43,Mid (11-50),Small ($1M-$10M),Clean,0,0
1st SA Capital Venture LLC,2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),TX,2033040.07,963652.79,0.474,2,Small (1-10),Small ($1M-$10M),Clean,0,0
"CrunchAtlas, Inc.",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,11042167.87,5467916.23,0.4952,124,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
"Rerail-HY-1017 Fund I, a series of AngelList Funds 2024, LP",2024-12-31,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,5595339.43,1973091.41,0.3526,7,Small (1-10),Small ($1M-$10M),Clean,0,0
OurCrowd (Investment in LSVP Growth FF) L.P,2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),D8,4554354.17,3435353.54,0.7543,156,Large (51-200),Small ($1M-$10M),Clean,0,0
"North Point Investment Fund, L.P.",2024-12-31,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,12519750.98,9306883.6,0.7434,6,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Satori Environmental Partners, LP",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,351261.87,345649.84,0.984,9,Small (1-10),Micro (<$1M),Clean,0,0
"Apollo S3 Private Markets IDF, LP",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,747960.61,503081.47,0.6726,5,Small (1-10),Micro (<$1M),Clean,0,0
Stonepeak Core Fund (A) LP,2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,2188765.37,1954874.75,0.8931,120,Large (51-200),Small ($1M-$10M),Clean,0,0
Riverdale REIT Holdings LLC,2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,1406900.43,769615.81,0.547,38,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Quilt Holdco, Inc.",2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,5971373.12,3907088.23,0.6543,46,Mid (11-50),Small ($1M-$10M),Clean,0,0
CEDAR STREET INTERNATIONAL SMALL CAP FUND L.P.,2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,26648503.08,14581933.7,0.5472,1,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"bioProtonics, Inc.",2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,28552898.13,14388500.35,0.5039,23,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
Alluvial Fund LP,2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,19527299.26,19327371.42,0.9898,227,Institutional (201-500),Lower Mid ($10M-$50M),Clean,0,0
B R A S S PARTNERSHIP IN COMMENDAM,2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),LA,12308792.44,11592245.78,0.9418,10,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"MA-0321 Fund I, a series of Roll Up Vehicles, LP",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,23852883.17,21082858.78,0.8839,17,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Phoenix Tailings, Inc.",2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,311280280.68,174189880.42,0.5596,17,Mid (11-50),Large ($250M-$1B),Clean,0,0
"AdvisorFinder, LLC",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),VA,1258942.77,890787.96,0.7076,32,Mid (11-50),Small ($1M-$10M),Clean,0,0
"AUM-AZ-0822 Fund I, a series of AngelList Funds 2024, LP",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,407192.69,240343.41,0.5902,19,Mid (11-50),Micro (<$1M),Clean,0,0
"SC-1126 Fund I, a series of Outbound Capital Investments, LP",2024-12-31,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,37978137.48,23187453.23,0.6105,18,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"JU-0607 Fund II, a series of Roll Up Vehicles, LP",2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,320124.55,51982.78,0.1624,38,Mid (11-50),Micro (<$1M),Clean,0,0
"Cerberus SFR IDF Partners Series Interests of the SALI Multi-Series Fund, L.P.",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,6127065.51,3080587.0,0.5028,88,Large (51-200),Small ($1M-$10M),Clean,0,0
AREIT Exchange REIT LLC,2024-12-31,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,1946756.16,262557.85,0.1349,9,Small (1-10),Small ($1M-$10M),Clean,0,0
"Remote Care Partners, Inc.",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),FL,144581412.31,70515407.17,0.4877,10,Small (1-10),Mid ($50M-$250M),Clean,0,0
"Fractal Rocky Mountains Capital, LP",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,10538231.95,4396241.0,0.4172,121,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
Copenhagen Infrastructure NMSIC Co-invest Vehicle I SCSp,2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(c),N4,124635025.48,68245346.49,0.5476,8,Small (1-10),Mid ($50M-$250M),Clean,0,0
Collektion Investments LLC,2024-12-31,2024,2024Q4,2024-12,Private Debt,Private Debt,506(c),FL,35343646.09,16779570.71,0.4748,89,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
Innerworks Oct 2024 a Series of CGF2021 LLC,2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,3609999.83,3057616.57,0.847,7,Small (1-10),Small ($1M-$10M),Clean,0,0
TPILLC Holdings LLC,2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,2262610.19,1932141.05,0.8539,110,Large (51-200),Small ($1M-$10M),Clean,0,0
"Forever 8 Fund, LLC",2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,1121409.55,434632.45,0.3876,20,Mid (11-50),Small ($1M-$10M),Minor Issues,1,0
"Forever 8 Fund, LLC",2024-12-31,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,49191069.32,40342027.07,0.8201,7,Small (1-10),Lower Mid ($10M-$50M),Minor Issues,1,0
"OLYSC1, L.P.",2024-12-31,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,1339020.84,357536.92,0.267,4,Small (1-10),Small ($1M-$10M),Clean,0,0
"Gymble, Inc.",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1101768.77,890667.97,0.8084,24,Mid (11-50),Small ($1M-$10M),Clean,0,0
USEDC 2024 B Drilling Fund LP,2024-12-31,2024,2024Q4,2024-12,Private Debt,Private Debt,506(c),DE,1661324.16,178100.92,0.1072,8,Small (1-10),Small ($1M-$10M),Clean,0,0
"PT Financial Holdings, Inc.",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,2971973.02,832765.6,0.2802,6,Small (1-10),Small ($1M-$10M),Clean,0,0
"FI-1028 Fund II, a series of Roll Up Vehicles, LP",2024-12-31,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,36271235.9,6318043.12,0.1742,11,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"LGF HONEST CHARTER, L.P.",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,21619152.01,18619091.95,0.8612,1,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"EA E3 Holdings, LP",2024-12-31,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,57329426.94,42521687.67,0.7417,12,Mid (11-50),Mid ($50M-$250M),Clean,0,0
OurCrowd (Investment in Recog) L.P.,2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),D8,9759123.83,8893947.46,0.9113,5,Small (1-10),Small ($1M-$10M),Clean,0,0
"Paulson Capital Holding Company, LLC",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),DE,195554940.62,144091160.2,0.7368,2,Small (1-10),Mid ($50M-$250M),Clean,0,0
"Small Step, Inc.",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,34424109.21,12189866.61,0.3541,44,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Deposely, Inc.",2024-12-31,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),DE,7059930.3,475181.34,0.0673,7,Small (1-10),Small ($1M-$10M),Clean,0,0
Rain AI May 2024 a Series of CGF2021 LLC,2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1886437.88,526700.03,0.2792,1,Small (1-10),Small ($1M-$10M),Clean,0,0
"Amptiv Biosciences, Inc.",2024-12-31,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,43921214.33,34422421.78,0.7837,134,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
"AB-PCI MMDL Fund IV, S.C.Sp.",2024-12-31,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),N4,220963.56,160940.06,0.7284,15,Mid (11-50),Micro (<$1M),Clean,0,0
CI V Co-invest Vehicle A SCSp,2024-12-31,2024,2024Q4,2024-12,Private Debt,Private Debt,506(c),N4,39997292.82,15846127.52,0.3962,28,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"ResQ Pharma, Inc.",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),X1,44113436.22,6240109.07,0.1415,12,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Northbrook at Reeb Lane, LLC",2024-12-31,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),WY,7261575.29,1738454.8,0.2394,1,Small (1-10),Small ($1M-$10M),Clean,0,0
